PROFESSIONAL ICT STRATEGY BACKTEST RESULTS
Backtest Period: January 2025 - February 24, 2026
Trading System: D1 Bias + H1 Order Blocks + M5 Execution + Killzone
Starting Capital: $100 (10X Leverage = $1,000 Trading Capital)

=== ACCOUNT SUMMARY ===
Starting Capital,$100.00
Leverage,10X
Trading Capital,$1000.00
Final Balance,$988.33
Total Profit/Loss,$-11.67
Return %,-1.17%
Max Drawdown,5.07%
Win Rate,49.16%

=== TRADE STATISTICS ===
Total Trades,417
Winning Trades,205
Losing Trades,212
Average Win,$1.17
Average Loss,$-1.19
Profit Factor,0.95x

=== QUALITY DISTRIBUTION ===
A+ Trades (3+ OBs),417
A Trades (2 OBs),0
B Trades (1 OB),0

=== SESSION ANALYSIS ===
Asia Zone Trades,180
London Zone Trades,108
New York Zone Trades,129

=== DETAILED TRADE LIST ===
Trade #,Date,Side,Quality,Killzone,Entry Price,Exit Price,Profit $,Profit %,Duration Days,Entry Reason,Exit Reason

1,2026-02-21,LONG,A+,NY,68117.56000000,68010.36000000,-1.57,-0.16,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 68117.56 → 68010.36 (-1.57)"
122,2026-02-22,SHORT,A+,LONDON,68027.30000000,68043.03000000,-0.23,-0.02,0,"D1:SHORT | H1:5OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 68027.30 → 68043.03 (-0.23)"
123,2026-02-22,SHORT,A+,LONDON,68043.03000000,68046.53000000,-0.05,-0.01,0,"D1:SHORT | H1:5OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 68043.03 → 68046.53 (-0.05)"
124,2026-02-22,SHORT,A+,LONDON,68046.53000000,68016.00000000,0.45,0.04,0,"D1:SHORT | H1:5OBs | LONDON | Q:A+","Signal continued. Price: 68046.53 → 68016.00 (+0.45)"
125,2026-02-22,SHORT,A+,LONDON,68016.00000000,68024.11000000,-0.12,-0.01,0,"D1:SHORT | H1:5OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 68016.00 → 68024.11 (-0.12)"
126,2026-02-22,SHORT,A+,LONDON,68024.11000000,68015.71000000,0.12,0.01,0,"D1:SHORT | H1:5OBs | LONDON | Q:A+","Signal continued. Price: 68024.11 → 68015.71 (+0.12)"
127,2026-02-22,SHORT,A+,LONDON,68015.71000000,68021.68000000,-0.09,-0.01,0,"D1:SHORT | H1:5OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 68015.71 → 68021.68 (-0.09)"
128,2026-02-22,SHORT,A+,LONDON,68021.68000000,68050.56000000,-0.42,-0.04,0,"D1:SHORT | H1:5OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 68021.68 → 68050.56 (-0.42)"
129,2026-02-22,SHORT,A+,LONDON,68050.56000000,68087.15000000,-0.54,-0.05,0,"D1:SHORT | H1:5OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 68050.56 → 68087.15 (-0.54)"
130,2026-02-22,SHORT,A+,LONDON,68087.15000000,68095.25000000,-0.12,-0.01,0,"D1:SHORT | H1:5OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 68087.15 → 68095.25 (-0.12)"
131,2026-02-22,SHORT,A+,LONDON,68095.25000000,68053.32000000,0.62,0.06,0,"D1:SHORT | H1:5OBs | LONDON | Q:A+","Signal continued. Price: 68095.25 → 68053.32 (+0.62)"
132,2026-02-22,SHORT,A+,LONDON,68053.32000000,68138.73000000,-1.26,-0.13,0,"D1:SHORT | H1:5OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 68053.32 → 68138.73 (-1.26)"
133,2026-02-22,SHORT,A+,NY,68138.73000000,68031.99000000,1.57,0.16,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 68138.73 → 68031.99 (+1.57)"
134,2026-02-22,SHORT,A+,NY,68031.99000000,68012.16000000,0.29,0.03,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 68031.99 → 68012.16 (+0.29)"
135,2026-02-22,SHORT,A+,NY,68012.16000000,68036.00000000,-0.35,-0.04,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 68012.16 → 68036.00 (-0.35)"
136,2026-02-22,SHORT,A+,NY,68036.00000000,68064.82000000,-0.42,-0.04,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 68036.00 → 68064.82 (-0.42)"
137,2026-02-22,SHORT,A+,NY,68064.82000000,68077.15000000,-0.18,-0.02,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 68064.82 → 68077.15 (-0.18)"
138,2026-02-22,SHORT,A+,NY,68077.15000000,68034.69000000,0.62,0.06,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 68077.15 → 68034.69 (+0.62)"
139,2026-02-22,SHORT,A+,NY,68034.69000000,67918.04000000,1.71,0.17,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 68034.69 → 67918.04 (+1.71)"
140,2026-02-22,SHORT,A+,NY,67918.04000000,67892.40000000,0.38,0.04,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67918.04 → 67892.40 (+0.38)"
141,2026-02-22,SHORT,A+,NY,67892.40000000,67954.47000000,-0.91,-0.09,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 67892.40 → 67954.47 (-0.91)"
142,2026-02-22,SHORT,A+,NY,67954.47000000,67946.67000000,0.11,0.01,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67954.47 → 67946.67 (+0.11)"
143,2026-02-22,SHORT,A+,NY,67946.67000000,67928.22000000,0.27,0.03,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67946.67 → 67928.22 (+0.27)"
144,2026-02-22,SHORT,A+,NY,67928.22000000,68013.49000000,-1.26,-0.13,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 67928.22 → 68013.49 (-1.26)"
145,2026-02-22,SHORT,A+,NY,68013.49000000,67969.27000000,0.65,0.07,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 68013.49 → 67969.27 (+0.65)"
146,2026-02-22,SHORT,A+,NY,67969.27000000,67988.56000000,-0.28,-0.03,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 67969.27 → 67988.56 (-0.28)"
147,2026-02-22,SHORT,A+,NY,67988.56000000,67999.87000000,-0.17,-0.02,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 67988.56 → 67999.87 (-0.17)"
148,2026-02-22,SHORT,A+,NY,67999.87000000,67960.98000000,0.57,0.06,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67999.87 → 67960.98 (+0.57)"
149,2026-02-22,SHORT,A+,NY,67960.98000000,67930.51000000,0.45,0.04,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67960.98 → 67930.51 (+0.45)"
150,2026-02-22,SHORT,A+,NY,67930.51000000,67840.39000000,1.33,0.13,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67930.51 → 67840.39 (+1.33)"
151,2026-02-22,SHORT,A+,NY,67840.39000000,67645.00000000,2.88,0.29,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67840.39 → 67645.00 (+2.88)"
152,2026-02-22,SHORT,A+,NY,67645.00000000,67633.61000000,0.17,0.02,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67645.00 → 67633.61 (+0.17)"
153,2026-02-22,SHORT,A+,NY,67633.61000000,67686.76000000,-0.79,-0.08,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 67633.61 → 67686.76 (-0.79)"
154,2026-02-22,SHORT,A+,NY,67686.76000000,67623.62000000,0.93,0.09,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67686.76 → 67623.62 (+0.93)"
155,2026-02-22,SHORT,A+,NY,67623.62000000,67652.38000000,-0.43,-0.04,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 67623.62 → 67652.38 (-0.43)"
156,2026-02-22,SHORT,A+,NY,67652.38000000,67536.34000000,1.72,0.17,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67652.38 → 67536.34 (+1.72)"
157,2026-02-22,SHORT,A+,NY,67536.34000000,67584.82000000,-0.72,-0.07,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 67536.34 → 67584.82 (-0.72)"
158,2026-02-22,SHORT,A+,NY,67584.82000000,67650.31000000,-0.97,-0.10,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 67584.82 → 67650.31 (-0.97)"
159,2026-02-22,SHORT,A+,NY,67650.31000000,67585.25000000,0.96,0.10,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67650.31 → 67585.25 (+0.96)"
160,2026-02-22,SHORT,A+,NY,67585.25000000,67627.01000000,-0.62,-0.06,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 67585.25 → 67627.01 (-0.62)"
161,2026-02-22,SHORT,A+,NY,67627.01000000,67626.45000000,0.01,0.00,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67627.01 → 67626.45 (+0.01)"
162,2026-02-22,SHORT,A+,NY,67626.45000000,67654.00000000,-0.41,-0.04,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 67626.45 → 67654.00 (-0.41)"
163,2026-02-22,SHORT,A+,NY,67654.00000000,67601.30000000,0.78,0.08,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67654.00 → 67601.30 (+0.78)"
164,2026-02-22,SHORT,A+,NY,67601.30000000,67440.00000000,2.39,0.24,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67601.30 → 67440.00 (+2.39)"
165,2026-02-22,SHORT,A+,NY,67440.00000000,67411.21000000,0.43,0.04,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67440.00 → 67411.21 (+0.43)"
166,2026-02-22,SHORT,A+,NY,67411.21000000,67485.71000000,-1.11,-0.11,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 67411.21 → 67485.71 (-1.11)"
167,2026-02-22,SHORT,A+,NY,67485.71000000,67443.89000000,0.62,0.06,0,"D1:SHORT | H1:5OBs | NY | Q:A+","Signal continued. Price: 67485.71 → 67443.89 (+0.62)"
168,2026-02-22,SHORT,A+,NY,67443.89000000,67614.30000000,-2.53,-0.25,1,"D1:SHORT | H1:5OBs | NY | Q:A+","Bias reversed to LONG. Price: 67443.89 → 67614.30 (-2.53)"
169,2026-02-23,LONG,A+,ASIA,67614.30000000,67648.75000000,0.51,0.05,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Signal continued. Price: 67614.30 → 67648.75 (+0.51)"
170,2026-02-23,LONG,A+,ASIA,67648.75000000,67627.55000000,-0.31,-0.03,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 67648.75 → 67627.55 (-0.31)"
171,2026-02-23,LONG,A+,ASIA,67627.55000000,67567.04000000,-0.89,-0.09,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 67627.55 → 67567.04 (-0.89)"
172,2026-02-23,LONG,A+,ASIA,67567.04000000,67479.45000000,-1.30,-0.13,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 67567.04 → 67479.45 (-1.30)"
173,2026-02-23,LONG,A+,ASIA,67479.45000000,67474.01000000,-0.08,-0.01,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 67479.45 → 67474.01 (-0.08)"
174,2026-02-23,LONG,A+,ASIA,67474.01000000,67299.19000000,-2.59,-0.26,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 67474.01 → 67299.19 (-2.59)"
175,2026-02-23,LONG,A+,ASIA,67299.19000000,67199.09000000,-1.49,-0.15,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 67299.19 → 67199.09 (-1.49)"
176,2026-02-23,LONG,A+,ASIA,67199.09000000,67180.25000000,-0.28,-0.03,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 67199.09 → 67180.25 (-0.28)"
177,2026-02-23,LONG,A+,ASIA,67180.25000000,67092.54000000,-1.31,-0.13,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 67180.25 → 67092.54 (-1.31)"
178,2026-02-23,LONG,A+,ASIA,67092.54000000,67152.31000000,0.89,0.09,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Signal continued. Price: 67092.54 → 67152.31 (+0.89)"
179,2026-02-23,LONG,A+,ASIA,67152.31000000,66740.47000000,-6.13,-0.61,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 67152.31 → 66740.47 (-6.13)"
180,2026-02-23,LONG,A+,ASIA,66740.47000000,66453.73000000,-4.30,-0.43,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 66740.47 → 66453.73 (-4.30)"
181,2026-02-23,LONG,A+,ASIA,66453.73000000,65560.00000000,-13.45,-1.34,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 66453.73 → 65560.00 (-13.45)"
182,2026-02-23,LONG,A+,ASIA,65560.00000000,65481.74000000,-1.19,-0.12,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 65560.00 → 65481.74 (-1.19)"
183,2026-02-23,LONG,A+,ASIA,65481.74000000,65111.19000000,-5.66,-0.57,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 65481.74 → 65111.19 (-5.66)"
184,2026-02-23,LONG,A+,ASIA,65111.19000000,65060.01000000,-0.79,-0.08,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 65111.19 → 65060.01 (-0.79)"
185,2026-02-23,LONG,A+,ASIA,65060.01000000,65050.00000000,-0.15,-0.02,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 65060.01 → 65050.00 (-0.15)"
186,2026-02-23,LONG,A+,ASIA,65050.00000000,65272.91000000,3.43,0.34,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Signal continued. Price: 65050.00 → 65272.91 (+3.43)"
187,2026-02-23,LONG,A+,ASIA,65272.91000000,65377.07000000,1.60,0.16,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Signal continued. Price: 65272.91 → 65377.07 (+1.60)"
188,2026-02-23,LONG,A+,ASIA,65377.07000000,65123.14000000,-3.88,-0.39,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 65377.07 → 65123.14 (-3.88)"
189,2026-02-23,LONG,A+,ASIA,65123.14000000,64663.45000000,-7.06,-0.71,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 65123.14 → 64663.45 (-7.06)"
190,2026-02-23,LONG,A+,ASIA,64663.45000000,64448.53000000,-3.32,-0.33,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64663.45 → 64448.53 (-3.32)"
191,2026-02-23,LONG,A+,ASIA,64448.53000000,64427.65000000,-0.32,-0.03,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64448.53 → 64427.65 (-0.32)"
192,2026-02-23,LONG,A+,ASIA,64427.65000000,64581.35000000,2.39,0.24,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Signal continued. Price: 64427.65 → 64581.35 (+2.39)"
193,2026-02-23,LONG,A+,ASIA,64581.35000000,64741.00000000,2.47,0.25,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Signal continued. Price: 64581.35 → 64741.00 (+2.47)"
194,2026-02-23,LONG,A+,ASIA,64741.00000000,64762.87000000,0.34,0.03,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64741.00 → 64762.87 (+0.34)"
195,2026-02-23,LONG,A+,ASIA,64762.87000000,64700.01000000,-0.97,-0.10,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64762.87 → 64700.01 (-0.97)"
196,2026-02-23,LONG,A+,ASIA,64700.01000000,64533.73000000,-2.57,-0.26,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64700.01 → 64533.73 (-2.57)"
197,2026-02-23,LONG,A+,ASIA,64533.73000000,64759.75000000,3.50,0.35,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64533.73 → 64759.75 (+3.50)"
198,2026-02-23,LONG,A+,ASIA,64759.75000000,64908.03000000,2.29,0.23,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64759.75 → 64908.03 (+2.29)"
199,2026-02-23,LONG,A+,ASIA,64908.03000000,64772.89000000,-2.08,-0.21,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64908.03 → 64772.89 (-2.08)"
200,2026-02-23,LONG,A+,ASIA,64772.89000000,64844.68000000,1.11,0.11,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64772.89 → 64844.68 (+1.11)"
201,2026-02-23,LONG,A+,ASIA,64844.68000000,64786.08000000,-0.90,-0.09,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64844.68 → 64786.08 (-0.90)"
202,2026-02-23,LONG,A+,ASIA,64786.08000000,64743.20000000,-0.66,-0.07,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64786.08 → 64743.20 (-0.66)"
203,2026-02-23,LONG,A+,ASIA,64743.20000000,64783.56000000,0.62,0.06,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64743.20 → 64783.56 (+0.62)"
204,2026-02-23,LONG,A+,ASIA,64783.56000000,64902.72000000,1.84,0.18,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64783.56 → 64902.72 (+1.84)"
205,2026-02-23,LONG,A+,ASIA,64902.72000000,64973.43000000,1.09,0.11,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64902.72 → 64973.43 (+1.09)"
206,2026-02-23,LONG,A+,ASIA,64973.43000000,64939.65000000,-0.52,-0.05,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64973.43 → 64939.65 (-0.52)"
207,2026-02-23,LONG,A+,ASIA,64939.65000000,64791.01000000,-2.29,-0.23,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64939.65 → 64791.01 (-2.29)"
208,2026-02-23,LONG,A+,ASIA,64791.01000000,64764.97000000,-0.40,-0.04,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64791.01 → 64764.97 (-0.40)"
209,2026-02-23,LONG,A+,ASIA,64764.97000000,64769.26000000,0.07,0.01,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64764.97 → 64769.26 (+0.07)"
210,2026-02-23,LONG,A+,ASIA,64769.26000000,64780.90000000,0.18,0.02,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64769.26 → 64780.90 (+0.18)"
211,2026-02-23,LONG,A+,ASIA,64780.90000000,64903.26000000,1.89,0.19,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64780.90 → 64903.26 (+1.89)"
212,2026-02-23,LONG,A+,ASIA,64903.26000000,65016.75000000,1.75,0.17,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64903.26 → 65016.75 (+1.75)"
213,2026-02-23,LONG,A+,ASIA,65016.75000000,64935.54000000,-1.25,-0.12,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 65016.75 → 64935.54 (-1.25)"
214,2026-02-23,LONG,A+,ASIA,64935.54000000,64976.99000000,0.64,0.06,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64935.54 → 64976.99 (+0.64)"
215,2026-02-23,LONG,A+,ASIA,64976.99000000,64934.17000000,-0.66,-0.07,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64976.99 → 64934.17 (-0.66)"
216,2026-02-23,LONG,A+,ASIA,64934.17000000,64916.87000000,-0.27,-0.03,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64934.17 → 64916.87 (-0.27)"
217,2026-02-23,LONG,A+,ASIA,64916.87000000,64945.74000000,0.44,0.04,0,"D1:LONG | H1:4OBs | ASIA | Q:A+","Signal continued. Price: 64916.87 → 64945.74 (+0.44)"
218,2026-02-23,LONG,A+,ASIA,64945.74000000,65023.03000000,1.19,0.12,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Signal continued. Price: 64945.74 → 65023.03 (+1.19)"
219,2026-02-23,LONG,A+,ASIA,65023.03000000,64944.21000000,-1.21,-0.12,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 65023.03 → 64944.21 (-1.21)"
220,2026-02-23,LONG,A+,ASIA,64944.21000000,64800.00000000,-2.22,-0.22,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64944.21 → 64800.00 (-2.22)"
221,2026-02-23,LONG,A+,ASIA,64800.00000000,64778.13000000,-0.34,-0.03,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64800.00 → 64778.13 (-0.34)"
222,2026-02-23,LONG,A+,ASIA,64778.13000000,64769.57000000,-0.13,-0.01,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64778.13 → 64769.57 (-0.13)"
223,2026-02-23,LONG,A+,ASIA,64769.57000000,64688.41000000,-1.25,-0.13,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64769.57 → 64688.41 (-1.25)"
224,2026-02-23,LONG,A+,ASIA,64688.41000000,64728.73000000,0.62,0.06,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Signal continued. Price: 64688.41 → 64728.73 (+0.62)"
225,2026-02-23,LONG,A+,ASIA,64728.73000000,64710.01000000,-0.29,-0.03,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64728.73 → 64710.01 (-0.29)"
226,2026-02-23,LONG,A+,ASIA,64710.01000000,64811.77000000,1.57,0.16,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Signal continued. Price: 64710.01 → 64811.77 (+1.57)"
227,2026-02-23,LONG,A+,ASIA,64811.77000000,64808.31000000,-0.05,-0.01,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Bias reversed to SHORT. Price: 64811.77 → 64808.31 (-0.05)"
228,2026-02-23,LONG,A+,ASIA,64808.31000000,65832.00000000,15.80,1.58,0,"D1:LONG | H1:5OBs | ASIA | Q:A+","Signal continued. Price: 64808.31 → 65832.00 (+15.80)"
229,2026-02-23,LONG,A+,LONDON,65832.00000000,65750.00000000,-1.25,-0.12,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65832.00 → 65750.00 (-1.25)"
230,2026-02-23,LONG,A+,LONDON,65750.00000000,65785.56000000,0.54,0.05,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 65750.00 → 65785.56 (+0.54)"
231,2026-02-23,LONG,A+,LONDON,65785.56000000,65781.01000000,-0.07,-0.01,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65785.56 → 65781.01 (-0.07)"
232,2026-02-23,LONG,A+,LONDON,65781.01000000,65729.69000000,-0.78,-0.08,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65781.01 → 65729.69 (-0.78)"
233,2026-02-23,LONG,A+,LONDON,65729.69000000,65689.65000000,-0.61,-0.06,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65729.69 → 65689.65 (-0.61)"
234,2026-02-23,LONG,A+,LONDON,65689.65000000,65774.01000000,1.28,0.13,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 65689.65 → 65774.01 (+1.28)"
235,2026-02-23,LONG,A+,LONDON,65774.01000000,65944.01000000,2.58,0.26,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 65774.01 → 65944.01 (+2.58)"
236,2026-02-23,LONG,A+,LONDON,65944.01000000,65949.06000000,0.08,0.01,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 65944.01 → 65949.06 (+0.08)"
237,2026-02-23,LONG,A+,LONDON,65949.06000000,65925.94000000,-0.35,-0.04,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65949.06 → 65925.94 (-0.35)"
238,2026-02-23,LONG,A+,LONDON,65925.94000000,65947.53000000,0.33,0.03,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 65925.94 → 65947.53 (+0.33)"
239,2026-02-23,LONG,A+,LONDON,65947.53000000,65958.94000000,0.17,0.02,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 65947.53 → 65958.94 (+0.17)"
240,2026-02-23,LONG,A+,LONDON,65958.94000000,65816.08000000,-2.17,-0.22,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65958.94 → 65816.08 (-2.17)"
241,2026-02-23,LONG,A+,LONDON,65816.08000000,65726.90000000,-1.35,-0.14,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65816.08 → 65726.90 (-1.35)"
242,2026-02-23,LONG,A+,LONDON,65726.90000000,65845.72000000,1.81,0.18,0,"D1:LONG | H1:5OBs | LONDON | Q:A+","Signal continued. Price: 65726.90 → 65845.72 (+1.81)"
243,2026-02-23,LONG,A+,LONDON,65845.72000000,65759.12000000,-1.32,-0.13,0,"D1:LONG | H1:5OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65845.72 → 65759.12 (-1.32)"
244,2026-02-23,LONG,A+,LONDON,65759.12000000,65649.89000000,-1.66,-0.17,0,"D1:LONG | H1:5OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65759.12 → 65649.89 (-1.66)"
245,2026-02-23,LONG,A+,LONDON,65649.89000000,65682.68000000,0.50,0.05,0,"D1:LONG | H1:5OBs | LONDON | Q:A+","Signal continued. Price: 65649.89 → 65682.68 (+0.50)"
246,2026-02-23,LONG,A+,LONDON,65682.68000000,65660.06000000,-0.34,-0.03,0,"D1:LONG | H1:5OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65682.68 → 65660.06 (-0.34)"
247,2026-02-23,LONG,A+,LONDON,65660.06000000,65616.73000000,-0.66,-0.07,0,"D1:LONG | H1:5OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65660.06 → 65616.73 (-0.66)"
